pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:38:45+00:00,2022-12-01 00:02:15+00:00,18.400000000,52.000000000,1,70.650000000,Queens
2022-11-30 23:38:38+00:00,2022-11-30 23:51:47+00:00,7.070000000,21.000000000,1,26.300000000,Queens
2022-11-30 23:38:23+00:00,2022-12-01 00:07:54+00:00,16.260000000,45.000000000,1,56.810000000,Queens
2022-11-30 23:38:17+00:00,2022-11-30 23:51:40+00:00,8.270000000,24.000000000,2,33.100000000,Queens
2022-11-30 23:38:13+00:00,2022-12-01 00:17:31+00:00,21.600000000,52.000000000,2,63.100000000,Queens
2022-11-30 23:37:49+00:00,2022-12-01 00:14:47+00:00,22.070000000,52.000000000,1,75.470000000,Queens
2022-11-30 23:37:44+00:00,2022-12-01 00:03:07+00:00,14.900000000,41.500000000,1,50.050000000,Queens
2022-11-30 23:37:39+00:00,2022-12-01 00:09:23+00:00,17.680000000,52.000000000,1,75.470000000,Queens
2022-11-30 23:37:36+00:00,2022-12-01 00:06:39+00:00,16.000000000,44.500000000,1,48.050000000,Queens
2022-11-30 23:37:36+00:00,2022-12-01 00:08:09+00:00,10.900000000,35.000000000,1,45.050000000,Queens
2022-11-30 23:37:29+00:00,2022-12-01 00:01:10+00:00,12.700000000,35.000000000,1,45.050000000,Queens
2022-11-30 23:37:22+00:00,2022-12-01 00:05:02+00:00,17.710000000,52.000000000,1,81.650000000,Queens
2022-11-30 23:37:20+00:00,2022-12-01 00:10:14+00:00,21.600000000,52.000000000,1,70.600000000,Queens
2022-11-30 23:37:04+00:00,2022-12-01 00:10:28+00:00,11.920000000,36.500000000,2,39.050000000,Queens
2022-11-30 23:37:00+00:00,2022-12-01 00:11:54+00:00,19.600000000,52.000000000,1,70.650000000,Queens
2022-11-30 23:36:35+00:00,2022-12-01 00:17:03+00:00,21.100000000,52.000000000,1,75.700000000,Queens
2022-11-30 23:36:32+00:00,2022-12-01 00:14:22+00:00,25.660000000,69.500000000,1,90.060000000,Queens
2022-11-30 23:36:24+00:00,2022-12-01 00:03:58+00:00,16.200000000,52.000000000,1,55.300000000,Queens
2022-11-30 23:36:08+00:00,2022-11-30 23:59:58+00:00,14.700000000,40.500000000,1,62.500000000,Queens
2022-11-30 23:36:03+00:00,2022-12-01 00:06:56+00:00,10.400000000,34.000000000,1,43.850000000,Queens
2022-11-30 23:35:56+00:00,2022-11-30 23:58:09+00:00,13.500000000,52.000000000,3,54.050000000,Queens
2022-11-30 23:35:55+00:00,2022-12-01 00:13:20+00:00,20.700000000,52.000000000,1,63.100000000,Queens
2022-11-30 23:35:48+00:00,2022-12-01 00:05:36+00:00,17.790000000,52.000000000,1,70.100000000,Queens
2022-11-30 23:35:42+00:00,2022-12-01 00:06:55+00:00,18.040000000,52.000000000,1,65.030000000,Queens
2022-11-30 23:35:38+00:00,2022-11-30 23:46:30+00:00,7.670000000,22.000000000,2,24.550000000,Queens
2022-11-30 23:35:30+00:00,2022-11-30 23:40:45+00:00,0.980000000,6.000000000,1,9.120000000,Queens
2022-11-30 23:35:25+00:00,2022-11-30 23:43:57+00:00,4.380000000,13.500000000,2,16.050000000,Queens
2022-11-30 23:35:22+00:00,2022-11-30 23:55:29+00:00,8.270000000,30.500000000,2,33.050000000,Queens
2022-11-30 23:35:13+00:00,2022-11-30 23:39:23+00:00,2.320000000,8.500000000,2,11.050000000,Queens
2022-11-30 23:35:12+00:00,2022-11-30 23:53:02+00:00,5.860000000,19.500000000,1,26.460000000,Queens
2022-11-30 23:35:01+00:00,2022-11-30 23:57:37+00:00,14.560000000,52.000000000,1,64.860000000,Queens
