pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:58:06+00:00,2022-12-01 00:03:14+00:00,1.460000000,6.500000000,1,12.880000000,Manhattan
2022-11-30 23:58:04+00:00,2022-12-01 00:03:25+00:00,1.370000000,6.000000000,1,11.760000000,Manhattan
2022-11-30 23:58:03+00:00,2022-12-01 00:03:57+00:00,1.470000000,6.500000000,1,12.360000000,Manhattan
2022-11-30 23:58:02+00:00,2022-12-01 00:06:34+00:00,2.610000000,10.500000000,2,14.300000000,Manhattan
2022-11-30 23:58:02+00:00,2022-12-01 00:13:26+00:00,2.990000000,12.500000000,1,19.560000000,Manhattan
2022-11-30 23:58:01+00:00,2022-12-01 00:07:58+00:00,1.750000000,8.500000000,1,11.760000000,Manhattan
2022-11-30 23:58:00+00:00,2022-12-01 00:06:20+00:00,0.800000000,7.000000000,1,11.450000000,Manhattan
2022-11-30 23:58:00+00:00,2022-12-01 00:12:30+00:00,2.810000000,12.000000000,1,16.800000000,Manhattan
2022-11-30 23:58:00+00:00,2022-12-01 00:01:29+00:00,0.850000000,5.000000000,1,10.000000000,Manhattan
2022-11-30 23:57:58+00:00,2022-12-01 00:06:54+00:00,1.900000000,9.000000000,1,15.350000000,Manhattan
2022-11-30 23:57:57+00:00,2022-12-01 00:04:44+00:00,1.290000000,6.500000000,1,12.360000000,Manhattan
2022-11-30 23:57:56+00:00,2022-12-01 00:15:46+00:00,5.580000000,18.000000000,1,24.800000000,Manhattan
2022-11-30 23:57:54+00:00,2022-12-01 00:04:07+00:00,1.200000000,6.500000000,1,12.350000000,Manhattan
2022-11-30 23:57:54+00:00,2022-12-01 00:07:19+00:00,1.000000000,5.000000000,1,10.800000000,Manhattan
2022-11-30 23:57:49+00:00,2022-12-01 00:13:44+00:00,4.900000000,17.000000000,1,23.800000000,Manhattan
2022-11-30 23:57:49+00:00,2022-12-01 00:14:53+00:00,2.700000000,13.000000000,1,20.150000000,Manhattan
2022-11-30 23:57:46+00:00,2022-12-01 00:08:05+00:00,2.000000000,9.500000000,1,15.300000000,Manhattan
2022-11-30 23:57:41+00:00,2022-12-01 00:19:54+00:00,8.400000000,25.000000000,1,35.350000000,Manhattan
