vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,airport_fee,total_amount,pickup_location_id,dropoff_location_id,data_file_year,data_file_month,borough
2,2022-11-30 23:51:30+00:00,2022-12-01 00:17:34+00:00,1,14.050000000,2.0,N,2,52.000000000,0E-9,0.500000000,0E-9,6.550000000,0.300000000,1.250000000,63.100000000,10,230,2022,11,Queens
2,2022-11-30 23:51:27+00:00,2022-12-01 00:07:44+00:00,1,8.870000000,1.0,N,1,25.500000000,0.500000000,0.500000000,7.170000000,6.550000000,0.300000000,1.250000000,44.270000000,138,263,2022,11,Queens
2,2022-11-30 23:51:19+00:00,2022-12-01 00:14:44+00:00,1,10.880000000,1.0,N,1,32.000000000,0.500000000,0.500000000,8.470000000,6.550000000,0.300000000,1.250000000,52.070000000,138,48,2022,11,Queens
2,2022-11-30 23:51:15+00:00,2022-12-01 00:05:14+00:00,1,3.220000000,1.0,N,2,13.000000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,15.550000000,132,10,2022,11,Queens
2,2022-11-30 23:51:13+00:00,2022-12-01 00:08:07+00:00,1,7.380000000,1.0,N,1,23.000000000,0.500000000,0.500000000,5.110000000,0E-9,0.300000000,1.250000000,30.660000000,138,80,2022,11,Queens
1,2022-11-30 23:50:58+00:00,2022-12-01 00:34:39+00:00,2,16.400000000,1.0,N,1,49.000000000,3.000000000,0.500000000,0.010000000,40.050000000,0.300000000,0E-9,92.860000000,70,265,2022,11,Queens
2,2022-11-30 23:50:45+00:00,2022-12-01 00:27:16+00:00,2,20.870000000,2.0,N,2,52.000000000,0E-9,0.500000000,0E-9,0E-9,0.300000000,1.250000000,56.550000000,132,87,2022,11,Queens
2,2022-11-30 23:50:38+00:00,2022-12-01 00:18:57+00:00,1,11.690000000,1.0,N,1,35.500000000,0.500000000,0.500000000,6.000000000,0E-9,0.300000000,0E-9,42.800000000,70,181,2022,11,Queens
1,2022-11-30 23:50:32+00:00,2022-12-01 00:08:46+00:00,1,10.200000000,1.0,N,2,28.500000000,4.250000000,0.500000000,0E-9,6.550000000,0.300000000,1.250000000,40.100000000,138,141,2022,11,Queens
2,2022-11-30 23:50:30+00:00,2022-12-01 00:42:01+00:00,1,23.780000000,5.0,N,1,135.000000000,0E-9,0E-9,0E-9,11.750000000,0.300000000,1.250000000,148.300000000,132,265,2022,11,Queens
2,2022-11-30 23:50:29+00:00,2022-11-30 23:55:26+00:00,1,3.500000000,1.0,N,2,11.000000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,13.550000000,132,130,2022,11,Queens
2,2022-11-30 23:50:29+00:00,2022-11-30 23:55:26+00:00,1,3.500000000,1.0,N,2,-11.000000000,-0.500000000,-0.500000000,0E-9,0E-9,-0.300000000,-1.250000000,-13.550000000,132,215,2022,11,Queens
2,2022-11-30 23:50:25+00:00,2022-12-01 00:21:09+00:00,3,11.860000000,1.0,N,1,36.500000000,0.500000000,0.500000000,9.620000000,6.550000000,0.300000000,1.250000000,57.720000000,138,48,2022,11,Queens
2,2022-11-30 23:50:20+00:00,2022-12-01 00:17:40+00:00,1,16.830000000,2.0,N,2,52.000000000,0E-9,0.500000000,0E-9,6.550000000,0.300000000,1.250000000,63.100000000,132,161,2022,11,Queens
2,2022-11-30 23:50:16+00:00,2022-12-01 00:18:54+00:00,1,12.130000000,1.0,N,1,35.500000000,0.500000000,0.500000000,9.170000000,6.550000000,0.300000000,1.250000000,56.270000000,138,186,2022,11,Queens
2,2022-11-30 23:50:05+00:00,2022-12-01 00:14:27+00:00,1,11.030000000,1.0,N,1,32.500000000,0.500000000,0.500000000,1.000000000,6.550000000,0.300000000,1.250000000,45.100000000,138,48,2022,11,Queens
2,2022-11-30 23:49:43+00:00,2022-11-30 23:51:19+00:00,2,0.910000000,1.0,N,2,4.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,7.050000000,132,132,2022,11,Queens
1,2022-11-30 23:49:43+00:00,2022-12-01 00:28:42+00:00,2,19.200000000,2.0,N,1,52.000000000,3.750000000,0.500000000,0E-9,6.550000000,0.300000000,1.250000000,63.100000000,132,231,2022,11,Queens
1,2022-11-30 23:49:29+00:00,2022-12-01 00:32:43+00:00,2,19.300000000,2.0,N,2,52.000000000,3.750000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,56.550000000,132,87,2022,11,Queens
2,2022-11-30 23:49:20+00:00,2022-12-01 00:06:50+00:00,1,11.820000000,1.0,N,1,32.500000000,0.500000000,0.500000000,6.760000000,0E-9,0.300000000,1.250000000,41.810000000,132,64,2022,11,Queens
2,2022-11-30 23:49:19+00:00,2022-11-30 23:50:03+00:00,1,0.140000000,1.0,N,2,2.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,5.050000000,132,132,2022,11,Queens
1,2022-11-30 23:49:08+00:00,2022-12-01 00:16:47+00:00,1,15.500000000,1.0,N,1,43.000000000,4.250000000,0.500000000,2.000000000,0E-9,0.300000000,1.250000000,50.050000000,138,125,2022,11,Queens
1,2022-11-30 23:49:05+00:00,2022-12-01 00:06:06+00:00,1,6.100000000,1.0,N,1,19.500000000,1.750000000,0.500000000,3.000000000,0E-9,0.300000000,1.250000000,25.050000000,132,38,2022,11,Queens
2,2022-11-30 23:49:03+00:00,2022-12-01 00:03:05+00:00,3,5.570000000,1.0,N,1,17.500000000,0.500000000,0.500000000,4.010000000,0E-9,0.300000000,1.250000000,24.060000000,132,216,2022,11,Queens
2,2022-11-30 23:48:57+00:00,2022-12-01 00:15:53+00:00,1,19.090000000,2.0,N,1,52.000000000,0E-9,0.500000000,10.000000000,6.550000000,0.300000000,1.250000000,73.100000000,132,262,2022,11,Queens
2,2022-11-30 23:48:53+00:00,2022-12-01 00:14:10+00:00,1,17.100000000,1.0,N,1,46.000000000,0.500000000,0.500000000,8.260000000,6.550000000,0.300000000,1.250000000,63.360000000,132,168,2022,11,Queens
2,2022-11-30 23:48:53+00:00,2022-12-01 00:04:40+00:00,1,8.580000000,1.0,N,1,24.500000000,0.500000000,0.500000000,2.700000000,0E-9,0.300000000,1.250000000,29.750000000,132,95,2022,11,Queens
2,2022-11-30 23:48:47+00:00,2022-11-30 23:58:07+00:00,1,5.080000000,1.0,N,1,16.000000000,0.500000000,0.500000000,3.460000000,0E-9,0.300000000,1.250000000,22.010000000,138,192,2022,11,Queens
2,2022-11-30 23:48:39+00:00,2022-12-01 00:14:21+00:00,1,10.460000000,1.0,N,1,32.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,35.050000000,132,72,2022,11,Queens
1,2022-11-30 23:48:25+00:00,2022-12-01 00:18:41+00:00,2,11.700000000,1.0,N,1,36.500000000,4.250000000,0.500000000,5.000000000,6.550000000,0.300000000,1.250000000,53.100000000,138,164,2022,11,Queens
2,2022-11-30 23:48:12+00:00,2022-12-01 00:13:59+00:00,1,16.570000000,2.0,N,1,52.000000000,0E-9,0.500000000,12.370000000,6.550000000,0.300000000,1.250000000,75.470000000,132,170,2022,11,Queens
2,2022-11-30 23:47:55+00:00,2022-12-01 00:12:21+00:00,2,16.340000000,2.0,N,2,52.000000000,0E-9,0.500000000,0E-9,6.550000000,0.300000000,1.250000000,63.100000000,132,170,2022,11,Queens
1,2022-11-30 23:47:33+00:00,2022-12-01 00:18:35+00:00,2,18.900000000,2.0,N,1,52.000000000,3.750000000,0.500000000,12.600000000,6.550000000,0.300000000,1.250000000,75.700000000,132,262,2022,11,Queens
2,2022-11-30 23:47:28+00:00,2022-12-01 00:14:18+00:00,1,18.750000000,2.0,N,1,52.000000000,0E-9,0.500000000,14.140000000,0E-9,0.300000000,1.250000000,70.690000000,132,232,2022,11,Queens
1,2022-11-30 23:47:27+00:00,2022-12-01 00:07:16+00:00,2,8.800000000,1.0,N,1,26.500000000,4.250000000,0.500000000,7.600000000,6.550000000,0.300000000,1.250000000,45.700000000,138,107,2022,11,Queens
2,2022-11-30 23:47:26+00:00,2022-12-01 00:08:26+00:00,1,8.140000000,1.0,N,2,24.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,27.050000000,132,258,2022,11,Queens
2,2022-11-30 23:47:20+00:00,2022-12-01 00:01:48+00:00,1,7.910000000,1.0,N,2,22.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,25.050000000,132,135,2022,11,Queens
2,2022-11-30 23:47:15+00:00,2022-12-01 00:13:26+00:00,1,17.220000000,2.0,N,1,52.000000000,0E-9,0.500000000,12.370000000,6.550000000,0.300000000,1.250000000,75.470000000,132,164,2022,11,Queens
1,2022-11-30 23:47:11+00:00,2022-12-01 00:03:09+00:00,1,10.800000000,1.0,N,2,30.000000000,1.750000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,32.550000000,132,92,2022,11,Queens
1,2022-11-30 23:47:09+00:00,2022-12-01 00:14:29+00:00,2,16.800000000,1.0,N,2,45.500000000,1.750000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,48.050000000,132,193,2022,11,Queens
1,2022-11-30 23:47:06+00:00,2022-12-01 00:10:29+00:00,1,10.100000000,1.0,N,1,29.500000000,1.750000000,0.500000000,3.950000000,0E-9,0.300000000,1.250000000,36.000000000,132,61,2022,11,Queens
2,2022-11-30 23:47:01+00:00,2022-11-30 23:54:58+00:00,1,5.170000000,1.0,N,2,15.500000000,0.500000000,0.500000000,0E-9,0E-9,0.300000000,1.250000000,18.050000000,132,130,2022,11,Queens
1,2022-11-30 23:46:53+00:00,2022-12-01 00:12:45+00:00,1,14.200000000,1.0,N,1,40.000000000,1.750000000,0.500000000,7.000000000,0E-9,0.300000000,1.250000000,49.550000000,132,149,2022,11,Queens
